customer_id,name,age,city,preferred_language,relationship_tenure_months,avg_monthly_balance,risk_profile,lifecycle_stage,primary_channel,credit_card_holder,loan_holder,recent_issues
C01286,Customer01286,39,Visakhapatnam,mr,4,99598.49,low,onboarding,sms,True,personal,none
C01287,Customer01287,29,Hyderabad,en,6,11703.04,medium,winback,app,False,none,none
C01288,Customer01288,43,Kolkata,en,21,60088.48,low,dormant,app,False,none,none
C01289,Customer01289,57,Hyderabad,en,2,23373.7,low,active,sms,False,none,none
C01290,Customer01290,23,Hyderabad,en,7,55647.46,high,dormant,email,False,none,none
C01291,Customer01291,50,Delhi,en,1,26226.22,low,dormant,app,False,none,none
C01292,Customer01292,51,Hyderabad,en,38,120953.94,high,winback,app,True,none,none
C01293,Customer01293,61,Hyderabad,en,26,38766.65,low,active,app,False,home,none
C01294,Customer01294,42,Hyderabad,te,139,61936.98,low,active,app,False,none,none
C01295,Customer01295,28,Chennai,en,50,110428.0,medium,active,app,False,none,none
C01296,Customer01296,35,Hyderabad,en,5,77053.48,low,active,email,False,home,none
C01297,Customer01297,58,Hyderabad,en,6,50040.97,medium,active,app,False,none,none
C01298,Customer01298,45,Kolkata,en,8,97148.72,medium,active,email,False,none,none
C01299,Customer01299,24,Ahmedabad,mr,90,25087.17,low,active,email,True,none,none
C01300,Customer01300,43,Mumbai,en,8,61252.33,medium,dormant,app,True,auto,none
C01301,Customer01301,44,Mumbai,te,28,94078.25,low,active,sms,True,none,none
C01302,Customer01302,37,Mumbai,mr,3,75015.77,low,active,app,False,none,app_crash
C01303,Customer01303,49,Mumbai,en,20,103678.83,medium,active,app,True,personal,app_crash
C01304,Customer01304,38,Pune,en,8,37655.5,medium,active,email,False,none,none
C01305,Customer01305,56,Chennai,hi,32,6873.56,medium,active,email,True,SME,none
C01306,Customer01306,32,Pune,en,7,35083.6,low,dormant,sms,False,none,none
C01307,Customer01307,43,Kolkata,mr,57,11942.85,low,dormant,email,False,none,txn_decline
C01308,Customer01308,51,Hyderabad,en,54,8434.71,medium,active,app,False,none,none
C01309,Customer01309,34,Hyderabad,hi,75,72203.67,low,active,sms,False,home,app_crash
C01310,Customer01310,22,Bengaluru,ta,1,19418.71,high,dormant,app,False,none,none
C01311,Customer01311,28,Chennai,bn,6,47899.54,medium,dormant,app,False,none,txn_decline
C01312,Customer01312,47,Visakhapatnam,en,50,14782.06,high,active,email,False,personal,none
C01313,Customer01313,45,Chennai,en,46,24132.47,high,active,app,False,none,none
C01314,Customer01314,32,Mumbai,te,28,75392.74,low,active,sms,False,none,none
C01315,Customer01315,39,Visakhapatnam,te,9,71848.42,medium,active,app,False,none,none
C01316,Customer01316,60,Kolkata,en,17,50529.69,low,onboarding,email,False,none,none
C01317,Customer01317,34,Ahmedabad,ta,38,6315.37,low,active,email,True,none,none
C01318,Customer01318,36,Delhi,en,26,70439.25,low,active,sms,False,none,none
C01319,Customer01319,45,Visakhapatnam,en,69,85425.32,medium,dormant,app,True,personal,none
C01320,Customer01320,46,Delhi,mr,3,24423.89,low,dormant,app,False,none,none
C01321,Customer01321,48,Hyderabad,en,27,102338.92,low,active,email,False,none,none
C01322,Customer01322,43,Chennai,en,4,27955.36,low,active,sms,False,none,txn_decline
C01323,Customer01323,38,Visakhapatnam,en,15,40985.42,high,active,sms,False,none,none
C01324,Customer01324,34,Ahmedabad,en,4,112999.65,medium,dormant,app,False,none,none
C01325,Customer01325,39,Bengaluru,ta,5,123752.89,low,active,app,True,personal,none
C01326,Customer01326,38,Hyderabad,mr,22,158392.08,high,active,app,False,personal,none
C01327,Customer01327,50,Hyderabad,te,42,40897.13,low,active,email,False,none,none
C01328,Customer01328,32,Ahmedabad,en,43,68882.38,low,active,app,False,none,none
C01329,Customer01329,50,Hyderabad,hi,10,113442.1,low,winback,email,True,none,none
C01330,Customer01330,41,Bengaluru,hi,2,86493.73,medium,active,email,False,auto,none
C01331,Customer01331,47,Pune,en,1,36636.76,high,active,app,False,personal,none
C01332,Customer01332,38,Hyderabad,en,23,61237.73,low,winback,app,False,personal,none
C01333,Customer01333,28,Kolkata,en,68,215.24,low,active,app,False,personal,none
C01334,Customer01334,47,Hyderabad,te,11,6220.12,low,active,sms,False,none,none
C01335,Customer01335,42,Chennai,en,11,52366.82,low,active,app,True,home,none
C01336,Customer01336,24,Ahmedabad,hi,17,25197.74,low,active,sms,False,home,app_crash
C01337,Customer01337,48,Visakhapatnam,en,16,40510.77,medium,active,email,True,none,none
C01338,Customer01338,26,Pune,en,97,51464.44,medium,active,email,False,none,none
C01339,Customer01339,36,Pune,hi,26,43619.78,low,dormant,email,False,none,none
C01340,Customer01340,22,Pune,en,13,154752.28,medium,active,email,False,none,none
C01341,Customer01341,31,Mumbai,en,41,84964.25,low,dormant,email,False,none,none
C01342,Customer01342,28,Kolkata,en,14,159635.69,medium,active,app,False,personal,app_crash
C01343,Customer01343,46,Visakhapatnam,en,17,308.22,low,active,app,True,none,none
C01344,Customer01344,46,Pune,en,130,50334.99,low,active,app,False,none,app_crash
C01345,Customer01345,45,Chennai,hi,10,42676.57,low,dormant,email,True,personal,none
C01346,Customer01346,23,Kolkata,bn,1,25481.85,low,active,sms,False,none,txn_decline
C01347,Customer01347,30,Hyderabad,hi,3,81276.79,low,active,sms,False,none,none
C01348,Customer01348,39,Visakhapatnam,te,63,32696.47,medium,active,app,False,home,none
C01349,Customer01349,28,Bengaluru,en,17,39109.81,low,dormant,app,False,none,none
C01350,Customer01350,25,Ahmedabad,en,23,39378.25,high,active,email,True,auto,none
C01351,Customer01351,32,Delhi,en,1,69746.41,medium,active,app,False,none,none
C01352,Customer01352,36,Kolkata,en,38,22772.45,low,active,email,False,none,none
C01353,Customer01353,31,Visakhapatnam,en,27,68135.39,low,winback,app,False,home,none
C01354,Customer01354,49,Kolkata,te,48,51680.77,low,active,email,True,none,none
C01355,Customer01355,40,Delhi,en,15,48663.26,low,active,email,True,SME,none
C01356,Customer01356,40,Bengaluru,hi,116,47535.96,medium,dormant,email,False,none,none
C01357,Customer01357,28,Mumbai,en,1,128210.48,low,active,app,False,none,none
C01358,Customer01358,23,Visakhapatnam,en,41,18971.78,low,active,email,False,none,none
C01359,Customer01359,48,Bengaluru,hi,1,20145.75,low,active,email,False,none,none
C01360,Customer01360,27,Hyderabad,ta,6,2609.15,medium,active,app,True,personal,none
C01361,Customer01361,20,Hyderabad,te,12,78292.54,low,active,app,True,none,none
C01362,Customer01362,47,Pune,en,56,31918.21,low,active,app,True,auto,app_crash
C01363,Customer01363,18,Bengaluru,en,2,44835.82,low,active,sms,False,personal,none
C01364,Customer01364,27,Pune,en,9,13510.22,low,active,email,True,personal,none
C01365,Customer01365,42,Delhi,hi,3,16966.88,medium,active,email,False,home,none
C01366,Customer01366,29,Hyderabad,en,1,69177.96,medium,dormant,email,True,auto,none
C01367,Customer01367,39,Hyderabad,en,1,128196.68,low,active,app,False,personal,none
C01368,Customer01368,35,Hyderabad,en,46,63221.11,low,active,app,False,none,none
C01369,Customer01369,38,Mumbai,mr,35,30463.34,low,active,app,False,none,none
C01370,Customer01370,31,Kolkata,hi,8,3453.38,high,dormant,app,False,none,none
C01371,Customer01371,24,Mumbai,en,18,46016.27,low,active,email,True,none,none
C01372,Customer01372,42,Pune,en,4,2083.83,medium,active,email,True,none,none
C01373,Customer01373,38,Ahmedabad,te,38,68110.25,low,active,email,False,auto,none
C01374,Customer01374,45,Ahmedabad,en,4,128031.61,medium,active,email,False,none,none
C01375,Customer01375,29,Visakhapatnam,en,11,55860.22,low,active,app,False,personal,app_crash
C01376,Customer01376,32,Chennai,hi,7,44322.57,low,dormant,sms,False,none,none
C01377,Customer01377,34,Hyderabad,en,4,42576.26,low,active,app,False,personal,none
C01378,Customer01378,43,Chennai,en,3,41951.29,low,winback,app,False,none,none
C01379,Customer01379,34,Bengaluru,en,95,66157.69,low,active,app,False,SME,none
C01380,Customer01380,51,Ahmedabad,en,10,16069.32,low,winback,app,False,auto,none
C01381,Customer01381,26,Pune,hi,3,79253.62,low,active,sms,False,SME,none
C01382,Customer01382,40,Mumbai,en,39,101709.01,low,active,sms,False,none,none
C01383,Customer01383,35,Visakhapatnam,en,9,18302.18,low,active,app,False,auto,none
C01384,Customer01384,23,Ahmedabad,hi,3,129211.05,low,dormant,app,False,none,none
C01385,Customer01385,50,Ahmedabad,en,11,72786.06,medium,active,email,True,personal,none
C01386,Customer01386,35,Chennai,en,6,29768.71,medium,active,email,False,home,none
C01387,Customer01387,47,Kolkata,en,22,32304.59,low,active,email,False,none,none
C01388,Customer01388,28,Kolkata,bn,41,134296.54,low,dormant,sms,False,none,none
C01389,Customer01389,36,Bengaluru,en,38,35989.11,medium,active,email,False,personal,none
C01390,Customer01390,34,Pune,en,27,98064.86,low,active,email,True,none,none
C01391,Customer01391,34,Hyderabad,te,22,40922.05,low,active,app,False,none,none
C01392,Customer01392,31,Bengaluru,en,2,33007.75,medium,dormant,app,False,none,none
C01393,Customer01393,33,Mumbai,en,2,2639.69,low,active,sms,False,none,none
C01394,Customer01394,27,Delhi,en,8,47272.1,high,dormant,app,True,none,none
C01395,Customer01395,41,Visakhapatnam,en,51,149217.04,low,active,email,False,SME,none
C01396,Customer01396,53,Kolkata,mr,5,194853.04,medium,active,email,False,personal,none
C01397,Customer01397,27,Hyderabad,en,34,38615.5,medium,active,app,True,auto,none
C01398,Customer01398,41,Hyderabad,en,32,41844.36,medium,active,sms,False,SME,none
C01399,Customer01399,47,Ahmedabad,hi,1,64580.28,low,active,app,False,none,txn_decline
C01400,Customer01400,35,Bengaluru,en,6,50192.06,high,active,app,False,none,none
C01401,Customer01401,41,Pune,en,13,60532.17,low,active,sms,False,none,none
C01402,Customer01402,40,Visakhapatnam,hi,14,43896.8,medium,onboarding,email,False,none,none
C01403,Customer01403,18,Hyderabad,en,57,40272.56,low,active,sms,False,none,none
C01404,Customer01404,53,Hyderabad,te,40,73881.68,medium,active,email,True,personal,none
C01405,Customer01405,30,Visakhapatnam,hi,45,64480.13,high,active,app,True,none,none
C01406,Customer01406,49,Hyderabad,en,67,16681.52,low,active,app,False,none,txn_decline
C01407,Customer01407,51,Delhi,hi,39,92632.95,low,active,app,False,none,none
C01408,Customer01408,34,Visakhapatnam,hi,1,115621.86,low,winback,app,True,none,duplicate_debit
C01409,Customer01409,54,Chennai,en,14,6553.48,medium,dormant,email,False,none,none
C01410,Customer01410,30,Delhi,en,24,127498.11,medium,active,email,True,none,none
C01411,Customer01411,43,Hyderabad,en,18,5793.79,low,active,app,False,home,none
C01412,Customer01412,31,Hyderabad,hi,33,5839.85,medium,onboarding,email,False,none,none
C01413,Customer01413,23,Bengaluru,en,82,44489.31,low,active,sms,False,none,none
C01414,Customer01414,29,Chennai,hi,54,105305.0,low,active,app,False,none,none
C01415,Customer01415,56,Hyderabad,mr,6,63454.08,medium,dormant,app,False,none,none
C01416,Customer01416,27,Ahmedabad,en,5,41206.49,low,active,app,False,SME,app_crash
C01417,Customer01417,47,Mumbai,mr,19,77749.02,low,active,app,False,none,none
C01418,Customer01418,42,Hyderabad,te,22,6762.44,low,active,sms,True,home,none
C01419,Customer01419,46,Hyderabad,en,88,95650.8,medium,active,app,True,none,none
C01420,Customer01420,19,Hyderabad,en,25,101854.62,low,active,app,False,home,none
C01421,Customer01421,34,Kolkata,hi,40,3645.88,medium,active,sms,False,none,none
C01422,Customer01422,21,Delhi,te,15,140332.71,medium,active,email,True,none,none
C01423,Customer01423,33,Ahmedabad,en,48,104808.42,medium,active,email,False,none,none
C01424,Customer01424,38,Ahmedabad,te,45,41342.72,high,active,sms,True,none,none
C01425,Customer01425,35,Bengaluru,en,4,26741.84,low,active,email,False,none,none
C01426,Customer01426,41,Chennai,en,24,160286.04,low,active,sms,False,none,none
C01427,Customer01427,32,Visakhapatnam,bn,1,13316.89,medium,onboarding,email,False,none,none
C01428,Customer01428,44,Kolkata,hi,46,62603.12,medium,active,sms,False,personal,none
C01429,Customer01429,30,Kolkata,en,73,163426.44,medium,active,app,False,none,none
C01430,Customer01430,41,Chennai,en,17,60190.68,low,active,sms,False,home,none
C01431,Customer01431,31,Mumbai,en,8,71786.94,medium,dormant,email,False,none,none
C01432,Customer01432,62,Kolkata,en,22,125156.94,medium,active,email,False,none,none
C01433,Customer01433,34,Pune,en,23,16136.18,low,active,email,False,none,none
C01434,Customer01434,38,Hyderabad,en,21,57444.36,low,active,app,True,none,none
C01435,Customer01435,43,Delhi,en,23,12979.33,low,active,app,False,home,none
C01436,Customer01436,35,Ahmedabad,en,18,200098.7,low,active,sms,False,none,none
C01437,Customer01437,40,Chennai,en,5,74925.92,medium,active,app,False,none,none
C01438,Customer01438,32,Delhi,hi,2,80412.65,medium,active,app,False,personal,none
C01439,Customer01439,57,Delhi,hi,13,3523.1,low,dormant,app,True,none,none
C01440,Customer01440,42,Chennai,en,10,52127.72,medium,active,app,True,none,none
C01441,Customer01441,18,Delhi,en,32,51707.45,low,onboarding,email,True,none,none
C01442,Customer01442,37,Visakhapatnam,en,9,17233.34,low,onboarding,email,True,none,none
C01443,Customer01443,54,Kolkata,en,15,71638.87,medium,active,email,False,none,none
C01444,Customer01444,61,Bengaluru,te,6,72625.53,low,dormant,email,False,none,none
C01445,Customer01445,18,Chennai,en,1,12206.93,medium,winback,app,False,none,none
C01446,Customer01446,30,Pune,en,16,13405.95,low,active,app,True,none,none
C01447,Customer01447,28,Bengaluru,en,1,61920.8,low,dormant,app,False,personal,txn_decline
C01448,Customer01448,49,Chennai,ta,7,37245.28,low,active,app,True,none,duplicate_debit
C01449,Customer01449,32,Ahmedabad,en,14,44714.53,medium,dormant,app,False,none,none
C01450,Customer01450,54,Mumbai,en,9,160633.92,low,active,email,True,home,txn_decline
C01451,Customer01451,31,Visakhapatnam,en,10,30905.75,low,active,app,False,none,none
C01452,Customer01452,40,Kolkata,en,81,30402.59,medium,active,sms,False,personal,none
C01453,Customer01453,53,Visakhapatnam,ta,8,98127.71,low,active,app,False,none,none
C01454,Customer01454,30,Hyderabad,hi,15,178908.97,low,active,app,False,none,none
C01455,Customer01455,29,Hyderabad,en,9,107402.19,low,active,email,False,home,none
C01456,Customer01456,46,Pune,en,22,48175.83,low,dormant,email,False,none,none
C01457,Customer01457,21,Mumbai,en,10,67978.86,low,dormant,email,False,none,none
C01458,Customer01458,39,Mumbai,te,17,118685.58,high,active,sms,False,none,app_crash
C01459,Customer01459,36,Hyderabad,en,22,73598.42,medium,active,app,False,none,none
C01460,Customer01460,40,Kolkata,bn,64,17593.81,low,active,email,False,none,none
C01461,Customer01461,27,Visakhapatnam,mr,20,62381.71,medium,active,app,True,auto,none
C01462,Customer01462,32,Hyderabad,en,50,135595.58,medium,active,app,False,none,none
C01463,Customer01463,45,Delhi,te,23,66756.07,low,dormant,app,False,none,none
C01464,Customer01464,34,Mumbai,te,5,3949.3,low,active,app,True,home,none
C01465,Customer01465,39,Mumbai,te,27,67834.66,low,active,email,False,none,none
C01466,Customer01466,28,Hyderabad,te,33,15443.31,low,active,email,False,none,none
C01467,Customer01467,22,Hyderabad,en,23,41305.73,low,active,app,True,auto,none
C01468,Customer01468,37,Ahmedabad,en,15,35247.27,low,active,sms,True,none,none
C01469,Customer01469,34,Delhi,en,5,31662.85,low,dormant,app,False,home,txn_decline
C01470,Customer01470,33,Visakhapatnam,en,20,138283.61,medium,active,email,False,none,none
C01471,Customer01471,51,Pune,en,51,36540.86,low,active,app,True,none,none
C01472,Customer01472,38,Hyderabad,en,58,1553.99,medium,dormant,app,False,none,app_crash
C01473,Customer01473,49,Hyderabad,te,3,26758.28,medium,dormant,app,True,none,none
C01474,Customer01474,39,Chennai,hi,10,75043.71,high,active,email,False,auto,none
C01475,Customer01475,36,Hyderabad,mr,9,63293.51,low,active,email,False,personal,none
C01476,Customer01476,48,Visakhapatnam,bn,63,96215.03,low,active,sms,False,none,none
C01477,Customer01477,43,Mumbai,hi,32,14606.31,high,dormant,sms,False,none,none
C01478,Customer01478,36,Ahmedabad,en,7,12507.41,low,dormant,sms,False,none,none
C01479,Customer01479,51,Kolkata,en,90,103171.47,low,active,email,False,none,none
C01480,Customer01480,50,Hyderabad,hi,13,20411.31,low,active,app,False,personal,duplicate_debit
C01481,Customer01481,35,Delhi,te,70,63910.53,medium,active,sms,False,none,txn_decline
C01482,Customer01482,31,Delhi,en,33,15661.89,low,active,app,False,none,none
C01483,Customer01483,53,Hyderabad,en,14,41827.68,low,winback,email,True,none,none
C01484,Customer01484,29,Delhi,en,1,94997.0,medium,active,app,False,none,none
C01485,Customer01485,35,Mumbai,en,4,63400.61,low,active,app,True,none,none
C01486,Customer01486,26,Ahmedabad,hi,1,50894.63,low,active,email,True,none,none
C01487,Customer01487,47,Bengaluru,mr,3,62456.2,high,active,app,False,none,app_crash
C01488,Customer01488,54,Kolkata,ta,13,110001.3,medium,active,email,False,auto,none
C01489,Customer01489,30,Delhi,en,16,149372.5,low,active,app,False,SME,none
C01490,Customer01490,35,Hyderabad,mr,11,55909.9,medium,onboarding,app,True,personal,none
C01491,Customer01491,37,Bengaluru,en,16,70277.45,low,active,app,False,personal,none
C01492,Customer01492,40,Kolkata,bn,20,79006.39,low,active,email,False,personal,none
C01493,Customer01493,41,Hyderabad,te,14,68699.17,low,winback,app,True,SME,none
C01494,Customer01494,18,Hyderabad,en,81,19103.09,medium,active,email,False,none,none
C01495,Customer01495,32,Hyderabad,en,47,64611.81,medium,active,sms,True,none,none
C01496,Customer01496,30,Hyderabad,en,19,47928.69,low,active,app,False,auto,none
C01497,Customer01497,47,Hyderabad,te,5,36972.14,low,dormant,app,False,auto,app_crash
C01498,Customer01498,40,Kolkata,hi,1,125749.39,low,active,email,False,none,txn_decline
C01499,Customer01499,38,Delhi,en,8,78789.62,medium,onboarding,sms,False,none,none
C01500,Customer01500,49,Hyderabad,te,8,44120.81,low,winback,email,False,SME,txn_decline
C01501,Customer01501,35,Bengaluru,te,8,35217.0,low,active,app,False,none,txn_decline
C01502,Customer01502,36,Hyderabad,en,6,140494.84,medium,dormant,sms,False,none,duplicate_debit
C01503,Customer01503,33,Hyderabad,te,67,7974.78,low,active,email,False,personal,none
C01504,Customer01504,24,Hyderabad,en,53,46328.69,low,active,app,False,home,none
C01505,Customer01505,56,Chennai,en,98,29427.27,low,dormant,sms,True,none,none
C01506,Customer01506,28,Mumbai,en,4,108939.17,medium,active,app,True,auto,app_crash
C01507,Customer01507,33,Ahmedabad,en,15,71568.55,medium,active,sms,True,none,none
C01508,Customer01508,24,Hyderabad,en,1,166063.31,high,active,email,True,none,none
C01509,Customer01509,41,Chennai,mr,13,65813.05,low,dormant,app,True,home,app_crash
C01510,Customer01510,20,Hyderabad,te,11,208261.69,low,active,app,False,none,none
C01511,Customer01511,48,Chennai,en,62,43938.88,medium,active,sms,False,none,none
C01512,Customer01512,38,Pune,en,14,83664.03,medium,active,email,False,personal,none
C01513,Customer01513,40,Mumbai,en,7,15412.5,low,active,email,False,home,none
C01514,Customer01514,31,Chennai,te,161,44294.68,low,dormant,email,False,auto,none
C01515,Customer01515,39,Visakhapatnam,en,2,12421.08,high,active,app,False,none,txn_decline
C01516,Customer01516,35,Delhi,hi,17,20389.39,medium,onboarding,app,True,none,none
C01517,Customer01517,29,Hyderabad,hi,2,17563.24,medium,active,app,False,none,none
C01518,Customer01518,36,Chennai,te,20,75803.94,low,active,app,True,auto,none
C01519,Customer01519,38,Bengaluru,bn,1,83500.19,low,active,email,False,none,app_crash
C01520,Customer01520,34,Delhi,hi,28,48553.2,low,onboarding,sms,False,personal,none
C01521,Customer01521,41,Chennai,en,18,58231.77,low,active,app,True,none,none
C01522,Customer01522,26,Hyderabad,en,91,29876.0,low,winback,email,False,home,none
C01523,Customer01523,37,Ahmedabad,te,22,120710.76,low,active,app,False,none,none
C01524,Customer01524,40,Ahmedabad,hi,28,41267.8,low,active,app,False,none,none
C01525,Customer01525,40,Hyderabad,en,22,50513.36,low,active,email,False,none,none
C01526,Customer01526,50,Hyderabad,hi,4,13400.92,low,active,email,False,none,txn_decline
C01527,Customer01527,22,Delhi,te,13,20767.58,low,active,app,False,home,none
C01528,Customer01528,37,Chennai,hi,37,140606.64,medium,winback,sms,False,auto,none
C01529,Customer01529,19,Chennai,en,39,103524.06,low,active,email,False,auto,none
C01530,Customer01530,30,Kolkata,mr,16,6728.93,low,active,email,False,none,none
C01531,Customer01531,39,Bengaluru,en,14,181773.39,medium,active,app,False,none,none
C01532,Customer01532,38,Visakhapatnam,bn,47,78286.39,medium,active,app,False,none,none
C01533,Customer01533,40,Hyderabad,en,48,15497.51,low,active,app,False,home,none
C01534,Customer01534,54,Chennai,en,11,87316.75,high,winback,app,True,auto,none
C01535,Customer01535,37,Pune,en,12,3266.17,medium,active,sms,False,none,none
C01536,Customer01536,34,Hyderabad,en,81,82776.42,low,onboarding,app,False,none,duplicate_debit
C01537,Customer01537,45,Hyderabad,en,81,32494.48,low,active,app,False,auto,none
C01538,Customer01538,19,Hyderabad,en,17,14214.95,high,active,email,True,SME,none
C01539,Customer01539,26,Chennai,ta,32,105764.6,high,dormant,email,True,home,none
C01540,Customer01540,22,Delhi,hi,9,23264.65,medium,active,app,False,none,none
C01541,Customer01541,18,Hyderabad,en,5,43923.16,medium,dormant,app,False,none,none
C01542,Customer01542,24,Visakhapatnam,en,20,77420.98,low,active,email,True,home,none
C01543,Customer01543,49,Chennai,en,22,108386.09,medium,winback,sms,False,none,none
C01544,Customer01544,40,Hyderabad,hi,1,13403.82,low,active,app,False,none,none
C01545,Customer01545,53,Hyderabad,en,5,86336.37,medium,active,app,False,personal,none
C01546,Customer01546,36,Hyderabad,en,5,122305.74,medium,active,email,False,home,none
C01547,Customer01547,50,Kolkata,te,18,41630.07,low,active,app,False,none,none
C01548,Customer01548,34,Visakhapatnam,en,6,9170.24,medium,active,sms,True,personal,none
C01549,Customer01549,33,Delhi,ta,29,31937.04,medium,active,app,False,none,none
C01550,Customer01550,32,Kolkata,en,11,24421.26,low,active,app,True,personal,none
C01551,Customer01551,31,Pune,hi,1,93917.33,low,active,app,False,none,none
C01552,Customer01552,26,Visakhapatnam,mr,16,3569.78,low,active,app,False,none,app_crash
C01553,Customer01553,42,Chennai,te,44,73006.1,medium,onboarding,app,False,none,none
C01554,Customer01554,51,Hyderabad,ta,9,12712.86,medium,active,app,False,none,none
C01555,Customer01555,39,Hyderabad,hi,1,29806.84,low,active,email,True,none,none
C01556,Customer01556,20,Bengaluru,te,28,4968.49,low,winback,email,False,none,none
C01557,Customer01557,30,Visakhapatnam,en,40,112178.17,medium,active,app,False,none,none
C01558,Customer01558,33,Bengaluru,te,31,57283.93,low,active,sms,False,none,none
C01559,Customer01559,44,Mumbai,en,22,19221.54,low,dormant,sms,False,none,none
C01560,Customer01560,42,Chennai,en,7,143412.91,medium,active,email,False,none,none
C01561,Customer01561,18,Hyderabad,en,20,30958.97,low,active,app,False,none,none
C01562,Customer01562,39,Pune,en,23,107319.43,medium,active,sms,False,home,none
C01563,Customer01563,31,Delhi,en,6,51638.8,low,active,sms,False,auto,none
C01564,Customer01564,18,Delhi,hi,4,45028.36,high,active,email,False,none,none
C01565,Customer01565,18,Delhi,en,7,52849.61,low,active,email,False,none,none
C01566,Customer01566,27,Hyderabad,en,63,43520.32,low,onboarding,app,False,none,none
C01567,Customer01567,42,Ahmedabad,en,2,92952.36,low,active,email,False,home,none
C01568,Customer01568,44,Delhi,hi,35,84906.74,high,dormant,email,False,home,app_crash
C01569,Customer01569,41,Bengaluru,en,43,523.26,low,active,email,False,personal,none
C01570,Customer01570,56,Ahmedabad,en,14,108930.74,high,dormant,app,False,none,none
C01571,Customer01571,32,Ahmedabad,en,24,51944.42,low,active,app,False,none,none
C01572,Customer01572,36,Hyderabad,en,8,1702.43,low,active,sms,False,none,none
C01573,Customer01573,27,Visakhapatnam,en,28,58120.3,low,dormant,sms,False,none,none
C01574,Customer01574,32,Ahmedabad,en,2,76310.11,medium,onboarding,app,False,personal,none
C01575,Customer01575,18,Chennai,en,2,172524.18,low,active,app,False,none,none
C01576,Customer01576,46,Chennai,en,42,71671.98,low,active,email,True,none,none
C01577,Customer01577,31,Bengaluru,en,2,61875.0,medium,active,sms,False,none,none
C01578,Customer01578,33,Ahmedabad,te,11,12990.15,high,dormant,sms,False,personal,none
C01579,Customer01579,39,Hyderabad,ta,43,85117.97,low,winback,email,False,none,none
C01580,Customer01580,31,Bengaluru,en,31,70303.04,low,active,email,False,none,none
C01581,Customer01581,46,Mumbai,en,10,31451.05,high,active,email,False,none,none
C01582,Customer01582,41,Ahmedabad,en,1,40126.34,low,active,sms,True,SME,none
C01583,Customer01583,48,Bengaluru,en,43,106567.31,low,dormant,app,False,SME,none
C01584,Customer01584,51,Ahmedabad,en,3,129263.7,low,winback,sms,False,none,none
C01585,Customer01585,36,Hyderabad,bn,1,100812.93,medium,dormant,sms,True,auto,none
C01586,Customer01586,48,Hyderabad,ta,29,22616.81,medium,dormant,sms,False,home,none
C01587,Customer01587,31,Visakhapatnam,en,13,46335.46,low,dormant,email,False,SME,app_crash
C01588,Customer01588,45,Kolkata,ta,24,46631.94,low,active,email,True,none,none
C01589,Customer01589,40,Bengaluru,en,1,66973.7,high,active,app,True,none,txn_decline
C01590,Customer01590,37,Kolkata,te,15,63806.07,high,active,app,True,none,none
C01591,Customer01591,51,Bengaluru,ta,26,15163.27,low,active,app,False,none,none
C01592,Customer01592,28,Hyderabad,en,9,105235.89,low,winback,email,False,none,none
C01593,Customer01593,41,Hyderabad,en,1,659.44,low,active,email,False,none,none
C01594,Customer01594,48,Hyderabad,en,53,65875.07,low,winback,email,False,home,none
C01595,Customer01595,20,Visakhapatnam,en,1,83828.08,low,onboarding,app,False,none,none
C01596,Customer01596,47,Visakhapatnam,bn,6,81758.37,medium,active,sms,False,none,app_crash
C01597,Customer01597,49,Hyderabad,en,50,33647.32,low,active,email,False,none,none
C01598,Customer01598,41,Ahmedabad,en,5,44720.51,high,active,app,False,none,none
C01599,Customer01599,43,Bengaluru,mr,1,90813.81,high,dormant,email,False,none,none
C01600,Customer01600,35,Mumbai,hi,10,120736.9,low,dormant,app,False,home,none
C01601,Customer01601,29,Visakhapatnam,hi,33,55993.22,low,active,email,False,none,app_crash
C01602,Customer01602,25,Kolkata,en,5,70101.28,low,active,sms,False,none,none
C01603,Customer01603,49,Hyderabad,hi,1,67794.62,low,dormant,email,True,none,app_crash
C01604,Customer01604,38,Delhi,mr,41,14400.51,medium,active,email,False,auto,none
C01605,Customer01605,26,Hyderabad,en,21,29987.7,medium,active,sms,False,none,none
C01606,Customer01606,45,Hyderabad,en,20,133915.46,low,active,app,True,personal,none
C01607,Customer01607,46,Mumbai,en,5,119770.31,low,active,email,False,none,none
C01608,Customer01608,29,Mumbai,te,3,29422.09,medium,onboarding,sms,True,auto,none
C01609,Customer01609,46,Hyderabad,en,78,75060.85,low,active,email,True,none,none
C01610,Customer01610,26,Hyderabad,hi,2,77946.4,low,active,sms,False,auto,none
C01611,Customer01611,41,Delhi,en,23,127029.01,low,winback,sms,False,none,none
C01612,Customer01612,45,Ahmedabad,hi,43,108751.13,medium,active,sms,False,none,none
C01613,Customer01613,33,Hyderabad,en,24,95393.88,medium,dormant,sms,True,none,none
C01614,Customer01614,39,Hyderabad,en,1,45143.11,medium,active,app,False,none,none
C01615,Customer01615,26,Mumbai,hi,29,67148.2,medium,active,app,False,home,none
C01616,Customer01616,32,Pune,bn,16,10767.21,low,active,app,False,none,none
C01617,Customer01617,42,Hyderabad,en,16,15324.75,low,dormant,sms,False,personal,none
C01618,Customer01618,25,Mumbai,mr,4,90530.6,low,active,email,False,home,none
C01619,Customer01619,46,Kolkata,en,33,150642.63,low,active,email,False,personal,none
